Station Name,Date,Evapo_Transpiration,Rain,Pan_Evaporation,Max_Temp,Min_Temp,Max_Humidity,Min_Humity,Ave_Wind_Speed,Solar_Radiation
LAVERTON RAAF,2011-09-19,7.3,0.0,,27.8,3.8,98,19,8.24,19.89
LAVERTON RAAF,2011-09-20,3.5,3.6,,17.2,7.3,94,39,6.02,16.57
LAVERTON RAAF,2011-09-21,3.6,0.4,,20.8,7.3,82,39,5.05,10.72
LAVERTON RAAF,2011-09-22,6.3,0.0,,25.0,10.2,81,27,8.09,21.23
LAVERTON RAAF,2011-09-23,3.6,0.0,,15.1,9.4,75,43,6.64,15.86
LAVERTON RAAF,2011-09-24,3.0,0.0,,14.1,4.8,84,49,5.83,17.98
LAVERTON RAAF,2011-09-25,3.9,0.0,,17.7,9.6,90,39,5.80,21.86
LAVERTON RAAF,2011-09-26,4.2,0.0,,21.8,2.7,94,31,4.26,19.61
LAVERTON RAAF,2011-09-27,4.5,0.0,,21.8,10.5,76,45,6.92,15.96
LAVERTON RAAF,2011-09-28,3.1,0.0,,21.1,13.4,99,42,6.83,3.37
LAVERTON RAAF,2011-09-29,2.3,26.4,,15.4,9.0,97,64,7.74,10.84
LAVERTON RAAF,2011-09-30,2.9,1.6,,16.9,7.1,95,45,4.25,14.41
LAVERTON RAAF,2011-10-01,1.9,10.4,,13.0,8.7,95,69,5.60,10.21
LAVERTON RAAF,2011-10-02,3.5,0.8,,15.8,9.6,81,55,5.41,23.38
LAVERTON RAAF,2011-10-03,3.4,0.2,,17.4,1.5,96,46,3.62,24.00
LAVERTON RAAF,2011-10-04,3.5,0.0,,20.0,3.1,98,41,2.99,21.04
LAVERTON RAAF,2011-10-05,3.7,0.0,,21.9,8.6,85,44,3.72,16.98
LAVERTON RAAF,2011-10-06,2.7,0.0,,19.5,12.3,95,66,3.00,15.89
LAVERTON RAAF,2011-10-07,2.2,0.0,,17.9,11.6,97,72,2.15,13.72
LAVERTON RAAF,2011-10-08,2.4,4.8,,18.4,8.3,99,69,3.23,15.18
LAVERTON RAAF,2011-10-09,3.3,0.2,,15.8,9.6,97,45,6.07,17.55
LAVERTON RAAF,2011-10-10,2.8,0.0,,14.9,3.3,94,49,5.45,13.89
LAVERTON RAAF,2011-10-11,3.2,1.2,,16.8,8.0,92,49,5.02,16.51
LAVERTON RAAF,2011-10-12,3.0,0.2,,16.0,6.4,92,59,3.86,20.23
LAVERTON RAAF,2011-10-13,3.4,0.0,,18.7,3.4,98,58,3.50,25.34
LAVERTON RAAF,2011-10-14,5.1,0.0,,26.2,5.3,99,35,3.80,24.14
LAVERTON RAAF,2011-10-15,5.5,0.0,,23.2,13.9,88,36,7.52,21.18
LAVERTON RAAF,2011-10-16,4.7,0.0,,17.9,7.8,86,36,8.19,23.69
LAVERTON RAAF,2011-10-17,3.8,0.4,,17.0,2.9,92,42,3.62,26.53
LAVERTON RAAF,2011-10-18,5.9,0.0,,25.9,2.7,95,25,4.34,27.18
LAVERTON RAAF,2011-10-19,7.5,0.0,,29.6,9.8,71,30,6.22,26.77
LAVERTON RAAF,2011-10-20,6.7,0.0,,30.0,19.9,89,23,6.19,17.23
LAVERTON RAAF,2011-10-21,1.5,6.0,,15.5,14.3,98,79,2.84,7.60
LAVERTON RAAF,2011-10-22,1.6,1.0,,16.2,12.9,96,82,2.82,8.57
LAVERTON RAAF,2011-10-23,5.3,7.2,,29.5,13.0,95,35,2.93,23.06
LAVERTON RAAF,2011-10-24,1.5,0.0,,16.4,15.4,97,71,5.06,3.41
LAVERTON RAAF,2011-10-25,3.3,5.6,,16.2,9.7,86,60,6.81,19.21
LAVERTON RAAF,2011-10-26,4.4,0.0,,19.4,10.9,89,54,4.79,27.93
LAVERTON RAAF,2011-10-27,5.7,0.0,,25.2,7.5,96,33,4.87,26.93
LAVERTON RAAF,2011-10-28,5.6,0.0,,27.8,16.2,96,40,7.11,16.98
LAVERTON RAAF,2011-10-29,5.1,16.4,,22.2,14.7,97,44,6.86,25.19
LAVERTON RAAF,2011-10-30,3.0,1.2,,16.6,10.1,97,59,9.01,15.60
LAVERTON RAAF,2011-10-31,2.6,4.4,,15.2,9.2,94,62,5.31,14.92
LAVERTON RAAF,2011-11-01,2.9,0.0,,17.6,10.6,85,66,4.96,14.81
LAVERTON RAAF,2011-11-02,2.0,0.0,,16.1,10.9,95,76,5.19,11.20
LAVERTON RAAF,2011-11-03,2.4,0.4,,16.6,6.9,96,58,3.73,11.21
LAVERTON RAAF,2011-11-04,3.8,0.0,,18.5,11.9,95,59,3.05,24.31
LAVERTON RAAF,2011-11-05,6.6,0.0,,30.6,5.2,99,25,2.94,30.79
LAVERTON RAAF,2011-11-06,5.0,0.0,,27.4,14.5,87,40,4.57,16.97
LAVERTON RAAF,2011-11-07,5.2,0.0,,24.9,13.9,93,50,2.74,29.41
LAVERTON RAAF,2011-11-08,4.6,7.4,,27.0,16.7,95,54,3.60,20.89
LAVERTON RAAF,2011-11-09,5.9,0.4,,29.4,15.5,97,48,6.30,22.95
LAVERTON RAAF,2011-11-10,5.5,14.2,,22.3,13.3,95,38,6.52,27.23
LAVERTON RAAF,2011-11-11,4.9,0.2,,21.9,7.0,93,43,2.75,30.20
LAVERTON RAAF,2011-11-12,4.9,0.0,,21.6,10.0,95,55,3.34,31.60
LAVERTON RAAF,2011-11-13,4.6,0.0,,26.1,10.9,95,33,3.71,15.99
LAVERTON RAAF,2011-11-14,6.0,1.8,,25.4,15.3,94,38,6.40,25.29
LAVERTON RAAF,2011-11-15,6.7,0.2,,29.0,6.7,96,32,4.23,30.23
LAVERTON RAAF,2011-11-16,4.8,5.4,,18.7,11.9,95,45,4.26,30.45
LAVERTON RAAF,2011-11-17,5.4,0.2,,26.0,5.7,96,44,3.41,29.47
LAVERTON RAAF,2011-11-18,9.2,0.0,,35.1,14.4,95,27,7.39,25.95
LAVERTON RAAF,2011-11-19,3.0,12.0,,22.6,18.2,97,71,3.97,14.34
LAVERTON RAAF,2011-11-20,5.8,10.0,,22.2,11.7,98,34,6.67,29.03
LAVERTON RAAF,2011-11-21,5.2,0.2,,22.2,6.4,94,39,3.67,29.85
LAVERTON RAAF,2011-11-22,3.9,0.0,,19.9,9.4,96,54,4.44,21.92
LAVERTON RAAF,2011-11-23,5.0,0.0,,18.6,10.7,86,50,6.03,31.41
LAVERTON RAAF,2011-11-24,6.4,0.4,,23.0,12.1,80,35,5.01,32.95
LAVERTON RAAF,2011-11-25,4.0,0.0,,23.1,12.9,92,54,3.06,20.22
LAVERTON RAAF,2011-11-26,2.1,6.8,,17.2,16.3,99,85,6.39,13.41
LAVERTON RAAF,2011-11-27,4.4,56.0,,20.9,12.3,96,63,5.00,27.72
LAVERTON RAAF,2011-11-28,3.9,0.2,,25.7,13.6,97,69,3.16,20.39
LAVERTON RAAF,2011-11-29,7.9,0.0,,33.9,16.9,95,24,6.19,19.63
LAVERTON RAAF,2011-11-30,4.8,1.2,,18.1,14.5,90,40,8.08,23.06
LAVERTON RAAF,2011-12-01,3.9,3.6,,16.5,6.1,91,52,5.84,25.96
LAVERTON RAAF,2011-12-02,5.2,0.0,,18.6,12.4,77,54,5.14,32.89
LAVERTON RAAF,2011-12-03,4.4,0.0,,19.4,12.1,87,54,4.98,25.37
LAVERTON RAAF,2011-12-04,4.2,0.0,,16.1,11.7,79,49,6.81,22.11
LAVERTON RAAF,2011-12-05,5.8,0.0,,19.5,9.0,76,43,7.12,33.51
LAVERTON RAAF,2011-12-06,5.7,0.2,,22.9,5.8,95,43,4.11,34.04
LAVERTON RAAF,2011-12-07,6.5,0.0,,26.2,8.8,96,32,3.78,33.92
LAVERTON RAAF,2011-12-08,8.1,0.0,,31.6,12.5,95,23,4.44,33.35
LAVERTON RAAF,2011-12-09,8.2,0.0,,31.6,16.3,75,26,5.29,28.32
LAVERTON RAAF,2011-12-10,5.5,0.0,,28.8,16.6,98,46,4.67,22.29
LAVERTON RAAF,2011-12-11,4.0,20.2,,19.3,14.1,98,59,5.57,23.52
LAVERTON RAAF,2011-12-12,4.2,0.0,,18.6,8.3,94,50,4.40,25.16
LAVERTON RAAF,2011-12-13,4.9,0.8,,18.2,12.6,92,43,6.96,28.02
LAVERTON RAAF,2011-12-14,,0.0,,18.3,12.7,75,49,5.50,
LAVERTON RAAF,2011-12-15,5.3,0.0,,21.2,10.7,89,54,4.90,33.48
LAVERTON RAAF,2011-12-16,6.4,0.0,,26.5,13.2,90,45,3.99,33.90
LAVERTON RAAF,2011-12-17,6.7,0.0,,31.6,12.7,94,36,3.72,28.04
LAVERTON RAAF,2011-12-18,4.6,0.6,,25.2,19.0,92,51,5.88,17.15
LAVERTON RAAF,2011-12-19,4.6,6.0,,22.8,17.0,94,54,5.91,21.89
LAVERTON RAAF,2011-12-20,4.9,0.0,,21.2,13.1,85,58,5.06,28.22
LAVERTON RAAF,2011-12-21,5.1,0.0,,24.3,14.9,79,56,5.59,23.04
LAVERTON RAAF,2011-12-22,6.2,0.0,,25.9,12.4,92,52,3.87,34.34
LAVERTON RAAF,2011-12-23,6.4,0.0,,28.5,14.6,96,45,4.01,31.54
LAVERTON RAAF,2011-12-24,5.7,0.0,,26.3,17.5,95,65,3.69,31.51
LAVERTON RAAF,2011-12-25,5.9,1.6,,31.4,17.2,96,44,3.81,23.32
LAVERTON RAAF,2011-12-26,4.2,43.8,,19.9,17.2,97,57,6.04,22.61
LAVERTON RAAF,2011-12-27,4.8,0.4,,19.8,13.7,91,54,5.16,29.10
LAVERTON RAAF,2011-12-28,5.3,0.2,,20.6,11.9,88,53,4.82,32.89
LAVERTON RAAF,2011-12-29,5.0,0.0,,20.5,12.5,85,59,4.71,31.17
LAVERTON RAAF,2011-12-30,6.3,0.0,,26.2,15.1,88,38,3.60,31.19
LAVERTON RAAF,2011-12-31,8.8,0.0,,34.3,13.8,96,21,4.58,32.95
LAVERTON RAAF,2012-01-01,6.4,0.0,,29.2,16.1,95,51,3.72,31.47
LAVERTON RAAF,2012-01-02,9.9,0.0,,39.5,16.4,95,16,4.37,30.48
LAVERTON RAAF,2012-01-03,5.1,0.0,,29.1,19.4,76,35,2.84,17.42
LAVERTON RAAF,2012-01-04,6.3,0.0,,22.0,18.1,83,44,7.47,31.03
LAVERTON RAAF,2012-01-05,5.5,0.0,,20.2,13.2,70,45,4.95,28.65
LAVERTON RAAF,2012-01-06,5.6,0.0,,22.9,10.6,86,44,4.30,30.62
LAVERTON RAAF,2012-01-07,6.0,0.0,,29.4,12.6,88,24,4.85,14.15
LAVERTON RAAF,2012-01-08,6.3,11.0,,28.7,19.2,95,33,6.59,19.37
LAVERTON RAAF,2012-01-09,6.0,2.2,,24.3,10.4,80,33,6.71,21.62
LAVERTON RAAF,2012-01-10,4.5,0.4,,20.7,11.8,92,45,7.04,19.17
LAVERTON RAAF,2012-01-11,5.3,2.0,,18.5,11.2,86,44,10.78,29.18
LAVERTON RAAF,2012-01-12,4.5,0.2,,21.1,10.5,82,55,5.92,22.52
LAVERTON RAAF,2012-01-13,4.7,0.2,,20.5,12.9,84,50,6.52,22.19
LAVERTON RAAF,2012-01-14,3.7,0.0,,18.6,13.5,83,56,5.69,16.30
LAVERTON RAAF,2012-01-15,5.1,0.0,,23.6,14.9,90,55,4.57,26.93
LAVERTON RAAF,2012-01-16,9.1,0.0,,33.5,12.0,92,24,6.22,31.06
LAVERTON RAAF,2012-01-17,11.1,0.0,,35.1,23.3,50,25,7.62,28.93
LAVERTON RAAF,2012-01-18,5.8,0.0,,23.4,19.6,82,43,5.50,25.86
LAVERTON RAAF,2012-01-19,4.9,0.0,,22.6,12.4,90,54,4.38,27.63
LAVERTON RAAF,2012-01-20,2.9,0.0,,20.5,14.5,83,65,4.47,10.72
LAVERTON RAAF,2012-01-21,4.4,0.0,,24.9,17.4,89,64,6.78,19.82
LAVERTON RAAF,2012-01-22,6.6,0.0,,29.8,13.6,95,44,4.88,30.14
LAVERTON RAAF,2012-01-23,7.8,0.0,,32.3,14.4,95,27,4.63,30.70
LAVERTON RAAF,2012-01-24,8.1,0.0,,34.0,15.3,88,24,4.05,30.61
LAVERTON RAAF,2012-01-25,4.5,0.0,,24.3,16.0,94,60,4.79,22.74
LAVERTON RAAF,2012-01-26,5.0,0.0,,23.0,12.5,90,58,5.29,28.34
LAVERTON RAAF,2012-01-27,6.3,0.0,,29.3,17.2,84,46,3.72,28.78
LAVERTON RAAF,2012-01-28,6.0,0.0,,29.4,17.3,89,50,3.79,28.08
LAVERTON RAAF,2012-01-29,6.5,0.0,,34.0,17.5,98,36,4.12,22.67
LAVERTON RAAF,2012-01-30,9.1,0.0,,33.7,22.3,87,28,9.50,20.50
LAVERTON RAAF,2012-01-31,4.2,6.6,,20.0,12.4,93,47,7.87,17.54
LAVERTON RAAF,2012-02-01,5.9,0.0,,22.3,13.6,73,47,6.92,29.43
LAVERTON RAAF,2012-02-02,6.0,0.0,,25.3,14.1,84,42,4.93,28.53
LAVERTON RAAF,2012-02-03,5.2,0.0,,25.7,11.5,95,43,3.35,26.50
LAVERTON RAAF,2012-02-04,7.7,0.0,,34.5,13.6,96,16,4.29,22.70
LAVERTON RAAF,2012-02-05,7.5,0.0,,33.6,21.3,87,27,8.49,8.96
LAVERTON RAAF,2012-02-06,5.5,3.8,,24.2,10.8,85,31,4.85,22.84
LAVERTON RAAF,2012-02-07,4.0,0.0,,20.3,10.2,91,47,5.31,18.96
LAVERTON RAAF,2012-02-08,4.9,0.0,,20.6,10.7,78,44,5.49,24.13
LAVERTON RAAF,2012-02-09,5.5,0.0,,25.5,13.5,89,38,4.17,25.59
LAVERTON RAAF,2012-02-10,4.5,0.0,,24.5,16.0,92,56,5.57,20.08
LAVERTON RAAF,2012-02-11,3.5,4.6,,20.9,15.7,95,64,6.94,17.56
LAVERTON RAAF,2012-02-12,4.6,2.0,,23.4,16.1,85,57,5.85,21.27
LAVERTON RAAF,2012-02-13,4.4,0.2,,23.7,17.0,85,61,5.39,21.29
LAVERTON RAAF,2012-02-14,5.2,0.2,,26.7,16.9,92,49,3.52,25.42
LAVERTON RAAF,2012-02-15,7.8,0.0,,35.1,14.7,96,20,4.84,22.49
LAVERTON RAAF,2012-02-16,4.6,0.0,,26.1,19.4,92,36,4.80,13.31
LAVERTON RAAF,2012-02-17,3.1,6.4,,22.3,17.3,88,63,4.24,12.22
LAVERTON RAAF,2012-02-18,4.2,0.0,,25.7,15.8,93,57,3.35,20.30
LAVERTON RAAF,2012-02-19,4.3,0.0,,28.5,16.3,97,47,3.55,16.66
LAVERTON RAAF,2012-02-20,3.0,0.0,,22.1,18.3,88,66,5.19,11.12
LAVERTON RAAF,2012-02-21,4.5,0.0,,23.8,16.6,81,55,5.27,19.88
LAVERTON RAAF,2012-02-22,5.1,0.0,,25.1,15.4,89,51,4.70,25.72
LAVERTON RAAF,2012-02-23,4.6,0.0,,25.1,12.1,95,57,3.86,25.46
LAVERTON RAAF,2012-02-24,6.5,0.0,,32.9,10.7,96,26,3.27,25.84
LAVERTON RAAF,2012-02-25,10.4,0.0,,38.2,17.1,44,16,5.74,25.18
LAVERTON RAAF,2012-02-26,8.7,0.0,,35.0,22.2,84,27,7.12,22.57
LAVERTON RAAF,2012-02-27,1.8,4.4,,25.8,21.2,97,75,4.88,3.85
LAVERTON RAAF,2012-02-28,2.1,18.6,,20.7,16.9,98,59,4.01,5.15
LAVERTON RAAF,2012-02-29,2.7,0.4,,22.4,16.9,93,60,3.98,9.33
LAVERTON RAAF,2012-03-01,2.2,9.8,,20.4,15.9,95,73,7.79,6.39
LAVERTON RAAF,2012-03-02,5.0,0.4,,22.0,15.9,80,51,8.87,21.07
LAVERTON RAAF,2012-03-03,1.5,0.2,,18.9,14.9,99,66,3.23,3.39
LAVERTON RAAF,2012-03-04,4.6,17.8,,26.4,14.9,99,38,4.87,16.30
LAVERTON RAAF,2012-03-05,3.2,0.2,,20.9,12.6,91,56,5.10,13.88
LAVERTON RAAF,2012-03-06,3.8,0.0,,20.7,14.3,83,52,5.76,15.64
LAVERTON RAAF,2012-03-07,4.5,0.0,,21.2,14.1,87,45,7.25,18.89
LAVERTON RAAF,2012-03-08,3.6,0.0,,21.0,15.1,87,56,6.24,15.11
LAVERTON RAAF,2012-03-09,3.9,0.0,,23.7,15.8,95,49,3.58,18.91
LAVERTON RAAF,2012-03-10,3.7,0.0,,20.0,13.4,86,46,4.39,17.30
LAVERTON RAAF,2012-03-11,3.3,0.0,,19.4,9.8,86,53,3.18,19.16
LAVERTON RAAF,2012-03-12,3.9,0.0,,21.8,14.1,91,52,3.94,21.73
LAVERTON RAAF,2012-03-13,5.4,0.0,,30.3,10.3,96,23,3.28,21.18
LAVERTON RAAF,2012-03-14,6.0,0.0,,31.5,14.4,71,40,5.17,17.52
LAVERTON RAAF,2012-03-15,3.5,1.8,,28.0,20.3,89,55,6.22,5.37
LAVERTON RAAF,2012-03-16,2.8,5.2,,23.7,18.1,87,58,4.28,7.58
LAVERTON RAAF,2012-03-17,3.6,1.2,,20.8,8.5,94,47,4.39,19.88
LAVERTON RAAF,2012-03-18,3.2,0.2,,21.2,12.5,91,57,3.88,17.29
LAVERTON RAAF,2012-03-19,4.6,0.0,,27.3,10.7,97,38,3.61,20.76
LAVERTON RAAF,2012-03-20,6.1,0.0,,28.1,14.7,74,41,7.26,20.25
LAVERTON RAAF,2012-03-21,4.0,0.0,,20.1,15.7,91,36,8.09,9.22
LAVERTON RAAF,2012-03-22,3.5,3.6,,20.1,7.7,92,39,4.33,16.36
LAVERTON RAAF,2012-03-23,4.5,0.0,,17.8,11.6,83,33,8.96,15.68
LAVERTON RAAF,2012-03-24,2.6,0.0,,17.4,10.0,90,53,4.63,10.48
LAVERTON RAAF,2012-03-25,2.8,0.0,,19.3,11.4,85,48,3.20,12.59
LAVERTON RAAF,2012-03-26,2.7,0.0,,19.7,9.8,92,49,2.85,13.41
LAVERTON RAAF,2012-03-27,2.7,0.0,,19.9,12.5,93,60,3.62,14.34
LAVERTON RAAF,2012-03-28,2.9,0.2,,21.7,14.0,96,54,2.90,16.04
LAVERTON RAAF,2012-03-29,3.3,0.0,,24.7,9.4,97,45,2.62,17.45
LAVERTON RAAF,2012-03-30,4.6,0.0,,29.0,9.4,98,35,3.91,17.15
LAVERTON RAAF,2012-03-31,6.7,0.2,,31.3,13.0,72,28,6.55,12.91
LAVERTON RAAF,2012-04-01,2.7,0.2,,20.3,11.1,86,54,3.71,12.32
LAVERTON RAAF,2012-04-02,4.6,0.0,,26.9,8.1,96,34,4.55,16.90
LAVERTON RAAF,2012-04-03,4.2,0.0,,25.5,15.3,85,45,5.21,15.35
LAVERTON RAAF,2012-04-04,3.3,0.0,,24.9,9.7,94,46,2.82,16.89
LAVERTON RAAF,2012-04-05,3.3,0.0,,25.9,10.3,94,49,2.75,16.66
LAVERTON RAAF,2012-04-06,5.9,0.0,,30.0,13.4,91,35,7.54,13.32
LAVERTON RAAF,2012-04-07,3.5,0.4,,19.8,7.9,86,38,5.27,12.26
LAVERTON RAAF,2012-04-08,3.4,0.0,,20.6,7.7,83,36,4.56,10.99
LAVERTON RAAF,2012-04-09,3.1,0.0,,15.6,9.0,90,42,8.12,9.26
LAVERTON RAAF,2012-04-10,2.4,6.0,,16.3,7.0,92,49,4.74,8.89
LAVERTON RAAF,2012-04-11,2.1,1.4,,17.5,10.3,91,53,3.44,9.12
LAVERTON RAAF,2012-04-12,2.5,0.2,,20.8,5.6,96,49,2.48,15.28
LAVERTON RAAF,2012-04-13,3.8,0.0,,25.9,6.5,95,25,3.16,15.59
LAVERTON RAAF,2012-04-14,4.7,0.0,,26.1,9.3,74,25,4.53,13.74
LAVERTON RAAF,2012-04-15,5.0,0.0,,29.0,15.2,95,16,4.35,15.01
LAVERTON RAAF,2012-04-16,2.0,0.0,,19.3,11.4,97,60,3.73,8.21
LAVERTON RAAF,2012-04-17,2.4,0.0,,22.0,7.9,96,55,2.72,14.43
LAVERTON RAAF,2012-04-18,2.8,0.0,,23.9,7.1,98,45,2.86,13.68
LAVERTON RAAF,2012-04-19,1.4,0.0,,21.2,12.0,98,69,2.09,5.71
LAVERTON RAAF,2012-04-20,2.0,1.2,,21.9,12.2,97,65,2.36,11.57
LAVERTON RAAF,2012-04-21,1.7,0.0,,20.2,13.6,97,74,2.68,11.13
LAVERTON RAAF,2012-04-22,3.0,3.4,,24.1,14.0,97,48,4.95,9.74
LAVERTON RAAF,2012-04-23,2.0,0.2,,17.9,12.1,91,61,4.88,7.12
LAVERTON RAAF,2012-04-24,1.5,10.6,,13.8,5.7,95,71,6.24,6.95
LAVERTON RAAF,2012-04-25,1.7,10.8,,16.0,9.2,95,71,7.55,5.22
LAVERTON RAAF,2012-04-26,1.8,3.0,,18.3,10.8,96,65,3.84,8.75
LAVERTON RAAF,2012-04-27,1.9,0.6,,19.6,7.2,98,57,3.37,9.45
LAVERTON RAAF,2012-04-28,3.0,0.0,,21.0,7.7,94,47,6.09,10.23
LAVERTON RAAF,2012-04-29,2.1,0.8,,15.8,8.0,89,49,3.81,11.09
LAVERTON RAAF,2012-04-30,2.1,0.0,,18.1,3.0,95,51,3.73,10.59
LAVERTON RAAF,2012-05-01,4.1,0.0,,23.5,8.1,79,36,6.17,9.64
LAVERTON RAAF,2012-05-02,1.7,12.2,,14.2,10.8,97,62,5.85,6.16
LAVERTON RAAF,2012-05-03,1.1,1.6,,12.9,6.1,92,79,6.11,4.56
LAVERTON RAAF,2012-05-04,2.2,2.0,,16.5,10.0,90,56,6.15,8.51
LAVERTON RAAF,2012-05-05,1.1,0.0,,14.2,5.2,95,76,4.28,4.88
LAVERTON RAAF,2012-05-06,1.7,0.2,,15.4,6.0,96,53,3.95,7.76
LAVERTON RAAF,2012-05-07,1.9,0.0,,16.3,8.5,85,63,5.19,6.19
LAVERTON RAAF,2012-05-08,3.3,0.2,,21.6,10.7,75,49,6.03,10.49
LAVERTON RAAF,2012-05-09,3.4,0.0,,23.7,13.9,84,42,5.78,5.73
LAVERTON RAAF,2012-05-10,2.1,0.4,,19.0,7.4,91,44,3.06,10.22
LAVERTON RAAF,2012-05-11,2.7,0.4,,16.7,7.9,87,42,6.21,7.32
LAVERTON RAAF,2012-05-12,2.4,0.0,,15.3,5.1,92,48,7.25,9.59
LAVERTON RAAF,2012-05-13,1.6,0.6,,13.9,9.5,91,70,7.32,5.53
LAVERTON RAAF,2012-05-14,1.6,3.0,,16.4,7.4,94,66,4.87,8.19
LAVERTON RAAF,2012-05-15,1.5,0.6,,16.6,9.2,94,67,4.64,7.70
LAVERTON RAAF,2012-05-16,1.3,0.0,,16.9,11.0,97,59,2.49,7.41
LAVERTON RAAF,2012-05-17,1.9,0.2,,18.6,5.9,93,41,2.93,9.35
LAVERTON RAAF,2012-05-18,2.5,0.2,,18.8,8.9,78,48,4.83,6.03
LAVERTON RAAF,2012-05-19,1.3,0.4,,14.9,9.0,96,58,3.15,4.80
LAVERTON RAAF,2012-05-20,1.4,0.0,,15.5,3.1,93,52,2.45,8.03
LAVERTON RAAF,2012-05-21,2.1,0.2,,16.6,2.4,92,45,4.32,8.75
LAVERTON RAAF,2012-05-22,2.9,0.0,,18.9,8.9,73,46,6.03,5.27
LAVERTON RAAF,2012-05-23,3.8,0.0,,20.8,10.3,71,32,6.12,7.99
LAVERTON RAAF,2012-05-24,1.8,0.0,,14.6,5.0,92,44,3.88,3.44
LAVERTON RAAF,2012-05-25,1.2,14.2,,10.6,8.0,96,68,7.20,2.23
LAVERTON RAAF,2012-05-26,1.5,26.6,,15.6,6.9,97,65,5.60,7.30
LAVERTON RAAF,2012-05-27,1.4,2.8,,14.0,8.8,93,63,4.85,4.62
LAVERTON RAAF,2012-05-28,1.2,0.0,,15.2,9.4,96,70,3.89,4.78
LAVERTON RAAF,2012-05-29,1.0,0.0,,14.8,6.8,97,70,2.62,4.63
LAVERTON RAAF,2012-05-30,0.6,0.2,,14.0,6.1,99,86,2.06,4.08
LAVERTON RAAF,2012-05-31,1.3,1.4,,18.3,3.6,99,52,2.06,8.14
LAVERTON RAAF,2012-06-01,1.1,0.0,,16.4,3.1,97,56,1.91,7.94
LAVERTON RAAF,2012-06-02,1.1,0.0,,15.8,1.5,98,61,2.38,7.55
LAVERTON RAAF,2012-06-03,0.9,2.8,,13.6,4.2,99,70,2.82,5.63
LAVERTON RAAF,2012-06-04,1.1,6.8,,13.4,9.9,99,74,6.04,2.38
LAVERTON RAAF,2012-06-05,1.8,17.2,,12.4,10.8,86,63,7.84,5.03
LAVERTON RAAF,2012-06-06,1.4,0.0,,12.8,7.5,88,61,4.03,5.34
LAVERTON RAAF,2012-06-07,1.3,0.0,,14.3,9.4,90,66,4.11,4.65
LAVERTON RAAF,2012-06-08,1.3,0.0,,13.3,8.8,91,68,4.76,4.60
LAVERTON RAAF,2012-06-09,0.6,1.0,,12.4,9.3,99,88,4.28,3.70
LAVERTON RAAF,2012-06-10,0.7,0.6,,12.3,7.0,97,80,2.93,5.00
LAVERTON RAAF,2012-06-11,0.7,0.4,,12.0,1.5,99,76,2.38,7.66
LAVERTON RAAF,2012-06-12,1.2,0.2,,16.7,0.2,99,50,2.12,7.22
LAVERTON RAAF,2012-06-13,1.6,0.0,,16.5,4.3,86,59,3.96,5.16
LAVERTON RAAF,2012-06-14,1.4,0.0,,13.9,9.5,89,68,5.60,2.12
LAVERTON RAAF,2012-06-15,1.8,1.2,,16.0,9.7,88,50,4.19,6.85
LAVERTON RAAF,2012-06-16,1.8,0.0,,15.1,7.8,82,55,4.88,5.75
LAVERTON RAAF,2012-06-17,1.4,0.2,,15.1,9.5,94,68,5.67,4.85
LAVERTON RAAF,2012-06-18,1.2,2.4,,15.4,6.0,99,66,4.29,4.80
LAVERTON RAAF,2012-06-19,1.4,1.0,,12.6,4.8,92,49,3.88,7.22
LAVERTON RAAF,2012-06-20,1.7,0.0,,13.0,2.3,86,63,7.80,5.40
LAVERTON RAAF,2012-06-21,1.0,9.0,,9.6,7.0,98,61,3.55,2.29
LAVERTON RAAF,2012-06-22,1.2,21.2,,11.3,7.7,99,61,5.02,4.51
LAVERTON RAAF,2012-06-23,1.4,4.4,,13.6,3.6,93,64,5.50,5.65
LAVERTON RAAF,2012-06-24,1.6,0.0,,15.7,8.2,89,62,5.31,6.09
LAVERTON RAAF,2012-06-25,1.3,0.0,,14.4,8.9,94,67,4.68,5.11
LAVERTON RAAF,2012-06-26,1.6,0.6,,10.8,7.7,68,51,3.61,5.81
LAVERTON RAAF,2012-06-27,0.9,0.0,,11.4,0.2,93,61,2.19,6.67
LAVERTON RAAF,2012-06-28,1.5,0.0,,14.3,4.9,89,66,6.07,7.13
LAVERTON RAAF,2012-06-29,1.7,0.0,,14.3,9.9,82,65,6.08,5.05
LAVERTON RAAF,2012-06-30,1.6,0.2,,13.2,7.4,86,59,5.24,6.64
LAVERTON RAAF,2012-07-01,0.9,0.8,,10.8,4.8,95,76,5.43,2.39
LAVERTON RAAF,2012-07-02,1.4,8.4,,12.5,6.8,93,65,6.31,6.10
LAVERTON RAAF,2012-07-03,0.9,0.0,,13.7,6.9,98,73,3.59,6.07
LAVERTON RAAF,2012-07-04,1.0,0.6,,12.7,6.5,98,69,3.76,5.50
LAVERTON RAAF,2012-07-05,0.8,0.2,,12.7,3.5,99,70,2.19,7.42
LAVERTON RAAF,2012-07-06,0.9,0.0,,12.8,3.7,99,58,1.89,5.57
LAVERTON RAAF,2012-07-07,1.3,0.0,,14.1,-0.6,96,46,2.41,8.15
LAVERTON RAAF,2012-07-08,1.6,0.2,,14.8,-0.3,93,49,3.74,7.26
LAVERTON RAAF,2012-07-09,1.6,0.0,,15.5,5.7,90,57,4.16,6.07
LAVERTON RAAF,2012-07-10,0.8,0.2,,13.3,6.7,95,78,2.86,2.06
